,3V3C,3V3T,3V6C,3V6T,4V3C,4V3T,4V6C,4V6T,11V2C,11V3C,11V3T,11V6C,11V6T,13V2C,13V2T,13V3C,13V3T,13V6C,13V6T,14V3C,14V3T,14V6C,14V6T,15V3C,15V3T,15V6C,15V6T
1.2.99.2,1404,1004,685,1458,97,5601,870,873,400,196,839,444,399,230,730,646,2772,602,1177,323,113,380,101,659,267,929,1116
3.5.1.84,0,0,3,0,0,14,14,1,0,0,0,21,3,0,2,0,1,7,2,3,0,4,0,0,0,0,0
1.17.2.1,20,57,17,14,1,36,13,15,4,4,2,42,41,4,8,3,14,10,4,20,0,12,14,31,3,3,7
1.6.5.11,6351,3025,3947,4009,516,7129,2587,5394,3319,1522,6730,1960,7516,2761,19363,4966,16723,3364,11299,2682,771,4262,1332,1060,1525,3734,3390
6.4.1.1,5314,6869,1384,16594,255,9452,6890,9895,6282,2853,3093,4996,7257,1214,3285,1395,7264,5467,5019,3583,1710,2828,1547,1204,932,3461,2974
1.8.2.2,25,4,21,17,1,30,8,9,5,1,1,9,24,4,8,39,75,2,3,10,0,19,1,19,6,3,57
3.1.6.4,27,4468,25,309,86,110,191,79,58,111,78,64,44,29,8,54,9,147,246,75,128,92,171,49,13,35,311
5.99.1.4,5,6,36,0,1,28,3,3,15,2,0,42,60,1,2,1,7,19,44,3,0,13,0,6,6,7,20
2.7.7.2,0,0,3,1,0,1,1,1,14,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.4.1.83,22,38,10,65,0,49,22,11,13,39,1,52,86,14,71,2,63,74,173,28,0,9,7,24,4,21,34
1.6.5.5,404,243,245,222,61,796,249,224,216,31,37,186,288,220,661,368,1115,196,513,156,64,205,80,246,167,118,385
6.3.2.6,4,1,2,0,0,2,20,9,13,2,1,30,83,0,1,0,54,16,2,14,0,8,0,4,1,4,1
2.1.2.10,27,51,82,79,1,48,24,15,25,0,2,35,93,0,10,1,49,21,2,51,1,128,14,44,11,34,13
2.1.1.43,115,249,84,239,58,168,228,117,85,81,4,33,13,40,3,58,130,73,147,93,72,88,31,27,24,150,132
6.3.5.4,404,421,1152,1632,291,12876,2449,1464,1032,178,112,1213,1101,659,228,660,813,1493,217,654,340,293,232,707,160,670,1197
2.7.7.81,43,91,1,21,0,2,2,9,24,1,1,5,11,2,1,0,7,24,2,14,1,15,0,39,10,11,31
4.2.1.115,23,74,19,137,0,2,39,33,85,137,1,56,19,10,84,4,32,114,95,37,51,66,44,51,1,5,73
2.7.7.33,181,100,38,535,1,418,414,373,94,159,55,61,96,19,87,27,92,273,288,97,205,101,156,43,110,80,407
4.2.1.45,134,72,67,545,0,199,449,432,128,82,188,99,66,56,9,36,155,389,329,77,33,81,20,40,12,59,472
3.7.1.5,214,245,450,337,0,104,150,147,282,6,56,87,103,29,25,36,99,143,22,104,5,98,24,28,22,165,48
3.5.1.99,9,0,1,0,0,0,0,0,3,0,6,0,0,0,1,0,3,0,0,1,0,0,0,1,0,0,24
2.8.3.17,101,226,82,185,2,29,55,46,32,69,43,20,32,0,5,28,50,59,1,181,100,226,12,25,7,359,418
2.6.1.45,52,9,73,5,2,9,16,5,18,4,6,20,24,10,22,8,39,4,13,57,2,21,0,11,5,16,32
1.3.8.7,0,3,69,47,2,35,7,5,14,10,3,36,5,8,63,3,30,60,194,26,1,25,1,22,0,2,27
3.5.-.-,1094,2491,993,2049,10,5993,1191,1166,849,399,770,723,588,468,633,341,1180,921,975,738,639,649,553,629,251,659,842
1.14.12.7,38,2,19,2,0,6,2,5,42,2,6,70,20,1,6,1,22,4,3,56,0,75,4,115,31,11,83
4.1.1.45,184,2,77,18,0,362,65,28,16,10,1,84,90,2,82,38,12,9,92,64,16,35,21,46,96,18,107
5.4.4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0
4.2.1.132,1,0,7,0,0,0,1,2,1,1,3,7,33,1,1,0,12,5,1,3,0,9,3,1,2,8,27
1.1.2.4,91,1624,56,116,2,256,600,284,140,13,141,159,113,32,91,171,139,129,79,97,21,83,20,162,38,155,181
1.1.1.108,1,12,3,4,0,29,5,13,7,1,0,5,6,0,5,0,34,6,0,2,0,0,0,16,11,6,14
2.4.1.129,1522,1158,1112,1387,109,2026,1532,1923,1405,549,1905,746,3337,773,2937,545,3265,895,1630,769,370,837,290,587,278,1006,756
1.13.11.18,0,0,2,0,0,30,8,3,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,3,0,0,0
3.1.1.17,59,49,92,10,1,48,54,116,22,0,6,108,32,22,108,37,79,6,2,20,0,24,5,68,45,19,75
1.11.1.22,71,131,50,97,0,0,106,51,17,24,1,46,75,24,1,32,112,52,57,62,12,37,1,15,1,1,9
1.1.1.169,303,155,293,465,1,344,301,223,614,238,69,449,153,5,39,118,1222,348,388,1747,126,263,123,220,98,406,466
4.1.1.8,0,0,0,10,0,17,8,9,1,8,1,20,33,3,1,1,5,4,32,39,0,8,1,1,1,4,43
4.1.1.47,508,44,222,47,0,60,80,47,4,8,19,2586,684,1,44,141,1104,155,543,364,17,125,19,1081,184,64,226
1.1.1.162,1,3,14,8,0,0,1,4,0,0,0,6,0,1,1,0,0,2,0,4,0,3,0,6,0,29,0
1.1.1.23,5,3,4,5,0,26,5,6,10,5,23,16,5,25,138,3,22,15,1,28,10,19,34,28,19,39,74
1.14.13.107,1,0,1,19,0,10,14,1,0,1,0,4,6,0,0,2,34,0,0,14,0,13,0,15,0,13,24
1.14.14.12,56,14,3,16,0,6,12,9,14,3,0,8,0,1,3,1,38,2,41,23,2,33,9,12,14,9,9
1.3.99.16,112,38,50,47,0,114,31,40,33,72,5,91,37,3,58,30,83,49,7,33,12,72,35,66,37,31,112
2.6.1.62,115,1734,93,200,1,208,336,236,104,108,4,157,83,68,152,138,184,305,340,66,27,103,23,87,17,269,263
3.6.3.14,471,487,152,725,69,211,276,190,293,208,56,227,239,205,320,69,301,276,440,313,243,245,314,242,121,196,598
2.1.1.80,67,80,204,661,2,212,704,627,208,210,60,219,199,35,19,74,180,261,623,125,287,184,202,101,19,81,671
3.1.1.61,42,26,27,371,0,188,511,344,48,35,113,51,109,61,48,3,82,80,2,44,136,119,150,3,4,72,86
1.14.13.151,22,39,0,20,0,1,3,4,0,1,1,10,8,7,51,40,8,4,3,0,10,5,15,9,2,0,2
2.8.3.19,37,86,59,200,1,368,120,127,58,24,22,123,41,7,5,5,108,83,46,208,122,119,93,85,12,74,161
4.2.1.153,4,2,19,3,0,2,7,0,4,1,0,37,0,0,0,0,11,6,1,6,0,9,0,27,3,4,5
1.14.16.5,3,1,37,6,1,77,3,6,5,3,2,51,41,29,4,3,17,13,46,19,4,22,0,23,0,5,7
1.5.1.6,0,0,0,0,0,0,0,1,1,0,0,6,1,0,0,0,1,0,0,0,0,4,0,0,1,2,10
2.6.1.52,1,4,53,34,0,3,10,17,15,1,0,13,79,1,0,6,25,35,8,13,3,12,0,74,1,10,90
2.5.1.105,0,18,0,7,0,0,1,1,10,2,0,12,2,1,1,3,51,27,99,31,0,8,0,1,6,2,2
3.1.6.-,126,430,440,579,2,193,878,576,754,496,165,366,314,11,228,61,177,279,133,698,227,698,142,185,77,171,458
5.3.2.-,100409,56268,2044,7025,125,44983,34043,22247,5367,1020,94869,2212,8287,1313,5241,845,8980,4623,4956,880,516,3864,549,2093,914,2059,1002
3.1.27.-,94,15,50,557,0,573,228,296,116,2,13,110,124,5,168,2,82,140,150,102,121,81,211,19,14,84,362
3.1.2.29,97,4,82,939,1,421,1512,883,218,73,259,286,76,33,7,0,222,341,490,123,65,280,191,29,11,131,174
1.4.7.1,348,483,328,2251,13,3166,468,551,887,156,438,717,611,188,1735,283,1922,435,902,378,132,369,208,516,270,286,709
1.8.4.11,282,440,83,430,0,158,674,296,382,160,0,218,7,100,33,99,242,708,156,129,25,101,14,64,60,96,429
6.2.1.2,204,109,27,192,0,210,67,46,44,8,14,82,45,53,104,62,127,86,10,110,81,137,26,30,18,147,219
1.16.-.-,4266,14352,2479,25829,141,9580,16681,15917,12096,9546,6918,11214,8173,2103,2173,3374,15373,12561,5796,6107,10934,3564,7937,2328,1892,5465,8074
1.1.99.2,3,6,26,10,0,3,35,11,13,5,8,7,3,0,14,1,12,10,1,8,1,3,0,1,0,1,19
3.8.1.2,10,2,14,20,0,29,8,21,25,3,75,24,52,0,39,4,36,10,3,31,21,16,0,4,3,3,36
3.1.1.29,21,3,2,21,0,200,20,69,49,51,1,8,8,2,9,13,73,34,5,21,0,67,0,6,2,10,159
3.8.1.3,86,82,1,5,0,2,7,13,8,3,0,13,5,0,3,4,9,2,4,7,0,10,1,14,1,5,4
1.3.99.23,303,538,171,558,105,322,376,268,210,159,173,108,73,341,471,956,1841,1370,2055,831,925,589,1067,121,107,187,289
3.3.2.10,71,22,34,22,1,60,11,9,53,10,14,89,158,24,5,2,61,14,10,26,1,49,15,22,1,10,47
1.2.5.1,1239,5001,1537,1095,80,3276,1384,700,1272,665,662,791,684,1138,2888,770,2065,1327,1585,337,114,261,183,287,230,619,660
3.6.1.22,114,229,90,72,4,252,116,32,67,12,9,113,257,57,81,20,93,182,97,328,59,149,86,39,689,24,177
3.1.1.2,3,5,19,7,0,1,1,4,6,22,3,7,1,1,7,0,7,8,9,15,0,18,0,4,0,26,37
1.1.1.79,0,41,1,0,0,2,1,1,9,5,0,6,1,0,1,0,3,2,5,2,1,5,0,4,0,1,0
1.3.1.-,1362,2932,1082,3185,86,4312,3408,2707,1661,707,2671,1515,2534,823,2239,1561,3103,1601,2021,1307,543,1273,710,760,493,1159,1859
6.6.1.2,69,175,229,72,0,88,81,53,45,74,94,164,149,6,82,107,137,62,151,100,5,58,29,243,16,224,137
1.1.1.36,85,5,86,34,52,42,22,44,69,4,4,41,72,29,5,1,6,43,3,51,16,33,0,47,2,8,31
3.1.4.52,1291,1128,494,2538,4,527,1119,1664,711,965,883,608,1257,893,745,531,1499,1186,2556,990,1185,1375,1272,437,227,385,1931
4.2.1.84,5,1,7,1,1,0,1,2,7,1,14,11,0,6,3,1,17,2,0,6,5,9,21,30,0,2,24
3.6.3.3,364,351,364,1014,6,1478,885,1022,1397,238,160,1317,281,169,212,213,992,417,596,396,140,333,133,694,379,637,1885
3.6.1.31,4,26,0,0,0,23,334,44,7,19,0,0,2,0,1,3,6,3,1,11,0,2,5,3,0,144,56
3.1.4.-,750,2282,315,7769,133,2807,2374,2538,1518,456,1018,1636,753,384,290,361,1150,1607,1146,654,316,622,319,578,158,1830,1639
1.7.7.1,41,139,34,95,0,333,119,98,228,50,361,299,322,53,250,131,566,65,127,40,40,47,7,132,66,37,149
2.7.7.4,9,20,66,48,0,230,60,123,52,37,55,148,80,113,835,231,640,312,185,39,5,45,2,181,39,106,57
4.2.1.51,610,712,577,1274,0,1394,1489,1169,486,235,638,458,895,140,446,124,972,761,375,262,233,339,109,199,230,373,619
1.1.1.184,43,2,3,15,0,26,15,25,1,2,10,2,45,0,0,1,4,5,4,41,0,24,0,13,0,10,171
1.3.8.8,108,70,94,18,1,78,122,35,65,88,65,251,158,7,8,37,103,67,16,71,2,70,51,188,18,27,78
2.3.1.16,520,171,226,110,4,86,151,53,28,8,47,103,31,57,145,79,428,44,48,136,8,95,14,47,21,171,58
1.1.1.81,191,4014,91,542,1,198,1014,453,154,55,106,178,74,334,9,180,128,2570,140,66,175,90,132,57,45,463,155
2.3.1.37,1141,153,475,36,136,105,170,137,190,9,98,12,121,46,1017,481,1619,168,440,19,22,16,1,20,78,25,97
6.3.2.2,184,356,326,397,0,2002,640,293,373,43,378,630,364,95,78,212,212,218,83,187,26,136,20,458,89,276,289
6.2.1.25,3,125,8,23,0,16,13,10,12,2,44,94,245,0,7,2,35,6,9,24,1,20,4,60,1,8,3
4.2.1.81,54,0,6,2,0,1,2,7,6,1,4,11,2,0,2,3,33,1,0,6,0,7,0,1,1,0,60
2.4.1.15,9,23,46,5,0,0,12,11,52,81,5,66,85,3,4,36,48,12,3,48,0,36,1,174,15,6,53
3.5.4.13,1,0,22,2,0,0,0,0,1,0,2,9,11,0,0,0,1,1,0,3,0,4,0,8,0,0,2
1.8.3.1,56,7,45,8,0,8,4,9,1,0,0,2,2,1,2,1,1,0,0,8,0,11,19,4,1,0,5
3.1.1.93,5,3,1,254,0,1,11,55,12,4,1,10,70,0,76,0,3,0,1,14,3,9,19,4,1,34,132
1.1.1.101,0,9,0,7,0,12,1,3,0,0,44,14,18,0,0,1,1,5,3,5,1,5,0,14,0,0,3
5.1.3.-,1,50,25,22,0,31,17,25,16,4,10,98,44,2,5,31,63,7,58,27,17,25,17,96,18,100,81
1.1.1.313,74,1,4,2,0,4,10,2,7,3,0,53,0,1,10,0,8,16,0,133,30,185,42,150,1,6,71
3.4.17.-,98,624,127,284,1,372,131,77,89,71,144,181,113,34,170,74,327,132,185,100,38,173,129,124,41,108,183
1.5.3.16,0,27,2,0,0,0,0,0,3,3,0,0,0,0,0,31,1,1,2,1,0,9,0,2,1,5,23
6.2.1.n3,1,3,0,5,0,18,0,8,0,0,3,63,7,0,0,1,46,8,0,18,0,11,1,18,2,4,28
4.2.1.1,425,4826,422,563,1,618,626,404,405,88,179,593,473,58,253,113,618,643,163,336,257,254,330,532,155,259,504
3.1.2.30,37,19,51,24,0,22,58,14,53,37,3,158,87,3,11,2,20,32,3,15,1,25,0,33,8,21,1
2.8.4.5,99,43,38,50,1,29,14,17,10,125,5,30,61,1,2,3,170,41,2,73,0,38,11,48,0,26,52
4.1.1.9,44,0,5,2,0,1,23,6,2,0,0,1,0,3,3,0,5,15,2,7,0,3,0,4,0,0,20
4.1.1.6,10,4,11,24,1,103,9,5,7,3,3,40,4,1,4,0,15,5,1,37,2,16,0,20,16,29,21
1.2.5.2,2,3,5,4,0,2,5,6,12,2,4,22,11,2,12,2,26,14,5,3,8,6,0,28,0,7,29
2.6.1.16,39,34,1,26,0,32,9,1,12,0,1,98,1,1,2,0,13,4,0,14,0,29,0,27,0,3,27
3.2.1.58,6,104,23,382,0,47,26,60,203,98,2,125,52,3,3,1,39,54,192,119,331,60,73,35,24,20,78
1.21.4.1,1557,6451,250,14660,323,2616,15095,24324,5633,3354,1920,2214,947,772,301,347,856,6505,6055,2895,4773,4248,6044,2130,1214,5803,3380
3.7.1.20,106,63,5,5,0,3,5,10,6,1,2,38,14,2,5,1,14,6,0,1,5,9,1,10,15,7,26
4.1.1.48,94,2,28,3,0,44,42,18,79,4,155,62,7,48,167,0,86,17,198,25,1,4,16,13,20,8,5
5.1.99.1,647,4409,301,3870,211,3358,2015,2606,1404,2073,1164,382,380,325,1101,301,1500,1588,1462,939,939,1041,988,422,1126,1078,2013
6.3.4.15,137,456,30,1417,0,494,185,577,304,69,173,284,79,18,137,2,82,812,357,147,91,197,90,119,211,145,787
1.10.3.2,0,0,3,6,0,0,0,0,0,1,0,6,1,0,2,0,13,1,0,19,0,4,0,4,0,0,2
2.7.8.31,2033,705,348,1788,10,754,779,954,1148,959,671,598,1111,180,337,284,884,598,881,427,637,414,486,157,217,924,910
2.4.1.250,1,21,2,364,0,92,38,30,7,0,1,20,22,1,0,0,9,27,41,35,143,35,2,30,4,133,149
4.2.1.47,109,73,35,248,1,81,50,185,82,67,8,170,36,82,5,61,159,95,194,189,37,197,2,66,10,65,192
3.5.99.10,52,350,87,360,3,93,177,204,159,48,81,192,131,1,70,4,103,204,70,153,47,77,5,39,38,116,295
2.7.7.6,1160,576,1950,71,0,25,123,235,1647,134,5752,50,2775,263,1596,489,5831,264,866,90,31,246,39,71,288,72,153
2.4.1.255,304,4205,80,1663,0,327,911,539,299,240,455,114,164,130,52,165,168,911,101,193,62,150,94,116,43,430,463
6.4.1.3,3181,4479,3076,10989,336,13694,11005,9745,10497,5746,3426,4096,6258,2406,8207,2727,14330,9320,6552,3970,1597,3948,1703,1580,1080,3981,4411
1.1.9.1,5,1,5,6,0,2,1,9,0,11,0,29,42,1,0,4,34,7,5,57,0,20,0,26,2,13,76
4.2.1.43,9,26,2,1,6,29,3,3,13,33,7,1,4,2,2,5,6,1,57,9,0,3,1,0,19,0,52
3.7.1.19,6,6,18,10,0,1,11,9,32,2,51,17,0,2,11,3,13,2,8,2,0,4,1,6,3,1,5
1.1.1.237,33,7,54,18,0,65,17,21,20,3,6,265,12,3,84,54,228,68,95,63,16,93,6,449,14,65,303
3.5.1.49,8,42,48,107,1,116,108,45,11,3,2,67,53,9,27,32,61,44,1,39,8,53,36,113,58,65,252
1.1.1.45,0,6,23,4,3,72,16,3,0,0,3,13,0,0,2,0,2,17,0,24,1,10,0,1,0,3,13
1.1.1.132,1,0,3,1,0,15,5,14,3,1,2,1,0,0,3,0,8,2,0,3,0,1,0,18,2,5,1
3.2.1.4,160,651,356,383,137,251,423,274,424,237,23,329,262,109,256,82,352,679,464,221,82,171,158,351,101,336,945
2.7.4.23,18,0,3,0,0,2,0,4,2,1,1,6,2,0,34,0,2,0,40,4,0,8,0,4,0,0,0
3.6.1.63,6,39,15,15,0,5,8,13,12,1,65,36,27,1,12,1,21,3,7,20,1,15,0,13,4,15,45
2.7.8.37,15,3,49,35,0,6,9,7,21,6,12,64,72,1,22,1,32,39,128,47,47,95,173,85,3,10,67
4.7.1.1,52,0,32,4,0,5,2,3,4,1,1,13,0,0,62,0,7,7,1,12,0,16,0,1,0,1,6
3.4.11.5,832,1886,564,1414,78,1964,1766,1253,1062,421,853,1051,1276,393,893,564,2420,1269,1263,749,350,783,205,907,366,1600,971
1.3.1.n3,7,1,4,1,0,63,5,12,26,1,4,6,7,1,1,36,36,5,14,31,11,11,3,39,2,10,12
2.1.1.234,0,23,1,2,0,0,17,3,1,14,0,10,0,0,0,0,0,1,0,0,0,6,0,20,11,36,0
2.7.8.41,0,0,0,15,0,42,1,0,13,0,12,5,1,0,2,0,0,0,1,0,0,1,0,3,1,18,0
1.14.11.33,7,88,36,2,0,11,17,18,20,7,6,10,7,1,7,78,69,28,4,27,4,50,0,18,5,14,18
1.1.1.39,2,1,17,1,0,3,7,1,2,0,12,57,71,15,0,0,4,21,0,10,0,5,0,29,1,2,9
1.2.1.62,2,2,30,57,0,472,192,157,49,19,2,60,103,38,7,2,42,204,16,0,11,30,5,25,8,11,19
3.5.1.24,15,54,70,21,1,4,28,16,42,1,147,140,121,0,67,8,118,25,86,201,25,90,34,27,75,52,44
1.14.14.3,19,61,96,27,0,391,23,63,60,38,105,449,53,1,2,31,123,55,148,56,20,19,23,69,18,206,21
1.1.1.127,78,1,51,1,0,38,11,19,3,21,0,34,93,24,3,0,3,6,4,10,0,4,0,15,11,11,77
2.6.1.-,1057,4486,820,2964,257,3202,2966,2221,1692,910,1938,1520,831,399,469,808,1171,1976,1335,1405,669,1014,836,1118,411,5833,2900
5.4.3.2,190,40,45,338,0,105,55,17,110,89,71,167,276,3,81,6,234,77,129,76,7,165,155,115,22,101,284
1.14.15.12,1108,258,756,1917,131,137,249,939,81,160,1075,35,1075,2190,18259,2506,6131,1024,10997,225,31,512,33,25,464,10,50
2.6.1.21,787,590,300,1229,0,660,352,544,1706,266,673,322,719,121,270,89,700,983,635,468,72,347,123,89,54,107,135
1.20.1.1,0,0,0,4,0,4,0,0,12,0,0,8,1,0,0,5,22,10,8,0,0,2,0,28,2,16,14
2.3.1.228,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3.2.1.18,1424,3960,2875,1551,165,1492,1985,1358,695,305,1071,2847,456,175,559,1402,3497,2183,2017,2472,211,1901,155,11736,915,2998,11608
1.3.1.12,1061,2445,471,4394,268,3340,1887,1544,871,518,816,900,642,579,2392,820,1895,1521,1995,527,327,477,318,461,285,624,1003
2.7.1.175,1644,1062,2666,2277,0,3639,1392,3054,1824,2122,6656,284,8318,1358,8986,3515,13520,1267,5084,2538,248,2428,288,105,743,533,2057
2.7.8.35,1188,488,812,667,533,2649,854,863,416,282,888,508,1543,537,1704,357,1943,492,928,507,68,420,27,351,131,561,2002
3.4.22.40,3196,11500,1998,4887,332,7765,5379,4311,4146,3139,5881,2116,9615,1070,4466,1908,9979,3921,3423,2368,2146,2532,910,761,965,1439,2439
1.5.1.2,951,530,253,757,120,1252,654,753,437,79,173,271,429,380,2005,486,2083,383,872,239,94,234,68,100,141,300,314
6.3.3.5,1429,610,1601,358,43,436,657,901,652,164,4633,190,5109,631,9680,1957,9924,401,2646,331,73,638,155,97,639,283,351
3.2.1.10,2669,1027,983,3774,146,5338,4146,2594,842,547,467,1417,1039,591,2104,553,1730,1462,1510,875,708,1470,428,669,286,1200,1802
3.6.3.54,12474,6391,16667,5841,228,11230,6494,7073,10959,1489,20704,3654,16813,1098,5754,4359,25334,4190,5115,3382,1159,3265,1251,1581,2492,2850,5120
1.2.7.1,76,1,7,5,0,2,17,7,3,16,0,58,36,2,62,21,18,20,69,15,1,13,3,20,24,5,8
5.3.1.6,693,1589,480,3455,997,2407,1643,2437,2735,595,191,1111,637,295,298,301,887,1225,761,635,739,874,1317,443,2677,1989,1551
3.4.21.83,1209,2570,1725,882,191,4332,1291,1131,1130,246,1973,795,3578,552,688,756,4156,1032,957,529,110,637,104,385,298,540,790
2.7.1.63,1801,559,1101,3336,532,7713,3364,2873,1340,1152,543,898,1395,1233,8420,1982,4187,2091,3844,953,180,1085,270,357,305,911,1165
3.4.24.71,552,688,202,2187,62,921,697,1455,1845,1360,515,588,1089,760,4057,1079,2272,1167,2378,1079,819,948,819,251,316,1010,1718
3.1.26.12,1628,5035,1309,3254,283,5075,3838,2381,1877,723,2009,1597,2445,1164,4101,1778,4953,1982,2751,1112,1539,1310,685,798,424,1890,1325
1.1.1.27,4114,4158,1843,4931,740,10252,2074,5464,3184,2039,2218,701,712,1277,7038,2113,6428,2592,6734,3095,678,2255,1393,387,758,792,2891
1.5.5.-,237,54,187,129,2,210,420,935,139,1,366,44,351,21,135,119,657,87,219,115,173,111,304,50,78,63,37
2.4.2.4,192,359,72,457,13,499,339,922,357,471,450,150,154,30,558,118,404,227,623,245,35,251,134,59,49,141,269
3.5.4.5,1251,2206,297,1584,165,4912,1890,3163,979,382,1842,842,450,611,2140,748,1302,1195,1715,616,832,521,689,377,319,784,1107
3.1.31.-,1086,497,564,1100,2,290,505,717,342,279,1451,538,2080,976,7905,1600,4936,747,4024,585,75,796,182,477,388,259,815
3.1.3.15,2023,1770,671,2731,255,2778,1161,1702,797,385,662,901,659,420,1315,217,1439,778,1764,561,352,459,281,246,156,730,1069
2.3.1.201,475,303,171,571,0,3266,302,867,346,261,62,81,120,141,562,230,815,397,760,611,77,453,58,185,138,447,825
1.4.1.16,1869,1532,407,3633,0,3631,1202,1268,1579,747,1118,777,387,519,2167,1409,3115,1447,2414,1188,567,830,604,119,311,1664,1387
2.5.1.68,226,146,55,62,82,458,80,73,97,34,27,36,111,374,1016,965,1465,182,134,130,57,67,81,9,95,136,116
2.3.1.1,641,1044,281,404,0,493,778,476,108,35,444,199,364,507,3486,982,1636,238,795,318,61,472,16,1879,187,610,453
3.2.1.142,2976,528,1235,1426,387,4343,1087,2832,1007,725,2345,367,2805,680,2188,723,5247,838,1908,995,116,937,161,150,376,1557,1580
3.2.1.51,4595,9262,1805,4540,1079,4519,3938,3645,2145,1345,1276,1891,1142,502,914,864,1095,3293,2063,1155,525,1294,454,1926,1036,2163,1749
3.4.11.-,2609,12024,2083,13225,396,10471,6034,6366,3602,2134,5295,2768,5037,1795,8991,2949,10254,5622,6166,2128,5223,2562,4917,2077,1667,4136,8089
3.1.3.68,149,171,168,289,0,619,72,264,90,198,204,32,19,132,867,109,439,136,959,152,32,189,30,37,41,7,82
6.2.1.26,1915,134,387,147,0,435,286,135,194,53,204,158,181,82,340,253,725,196,613,68,3,66,2,124,77,122,141
1.6.5.-,797,406,342,1329,5,1687,630,1555,753,1189,444,784,2099,458,2280,814,2262,875,3381,1190,115,1185,230,168,312,314,1255
3.1.1.83,929,150,135,484,51,928,93,288,75,65,66,69,301,253,2968,493,1643,175,1761,190,16,172,74,6,99,28,221
3.5.4.-,922,345,680,210,0,823,142,527,158,183,720,30,1306,333,2454,425,2200,231,601,265,89,321,72,44,172,61,243
5.1.3.29,133,129,56,664,27,497,419,432,575,872,90,281,310,14,101,35,139,947,2130,349,2718,433,2163,80,94,97,1505
1.1.1.140,8,183,70,259,0,171,76,170,133,69,188,70,80,52,252,6,135,270,373,115,18,72,35,48,19,96,100
2.1.1.220,711,721,443,486,0,1311,448,477,526,298,320,398,465,215,1630,373,1212,234,675,373,120,370,41,151,109,415,341
2.8.1.2,601,164,105,150,1,515,120,106,230,107,267,476,222,9,196,111,372,137,364,136,15,146,9,284,20,274,196
3.4.21.62,431,319,416,972,57,816,443,272,576,139,405,270,235,219,807,317,1358,566,740,392,153,329,79,204,126,303,1045
3.2.2.3,364,78,398,464,0,898,618,370,97,94,152,172,244,424,3134,710,1375,354,468,197,12,188,80,193,166,115,270
6.3.4.21,1946,5352,1577,5578,283,7811,4715,4878,2011,1200,1411,2115,1487,1065,4791,2162,4916,3120,3434,1857,682,2033,1487,963,777,1435,3353
2.1.1.62,473,262,713,78,61,461,43,52,40,1,4,27,22,92,343,79,219,88,87,20,6,51,1,5,12,42,63
2.1.1.226,268,206,223,543,1,613,397,656,228,128,392,177,554,423,1078,461,1291,306,843,187,70,282,49,44,102,381,227
2.7.6.2,93,635,317,714,352,1218,896,660,315,61,254,285,159,82,104,182,274,452,292,196,414,135,238,223,131,200,297
3.5.1.53,240,306,150,921,94,514,265,426,199,224,228,661,344,86,74,336,442,600,562,297,224,362,205,740,56,385,780
2.5.1.72,0,1,11,552,0,195,92,513,124,24,1,30,16,2,6,40,76,197,383,69,11,63,80,8,11,13,175
5.3.1.-,1039,1690,736,1389,1,1539,1039,1190,521,180,371,723,614,76,249,299,948,824,555,481,413,486,234,416,229,442,915
3.4.16.-,2389,2394,7331,2411,78,1375,1043,2001,4571,558,12796,745,28462,577,3174,2180,24825,1578,2925,1370,304,2349,280,389,1425,1019,2344
3.2.1.164,55,49,8,31,0,3,7,10,8,2,6,37,5,1,2,2,13,14,17,25,1,16,24,32,18,1,31
3.5.4.9,43,436,39,878,89,628,245,315,126,203,200,144,4,6,176,3,219,604,155,116,113,233,284,63,154,69,71
2.7.12.1,0,1,0,8,0,0,4,0,1,0,1,61,0,0,0,0,31,15,0,1,3,4,0,101,13,2,1
3.5.1.88,31,246,21,75,0,98,213,107,91,51,50,109,62,0,3,56,43,129,132,61,45,32,27,131,29,88,88
1.1.1.77,1029,1356,323,4576,70,5865,1785,1659,1175,367,231,545,488,88,512,79,486,1233,1118,418,198,704,327,374,304,775,2618
4.2.1.32,76,216,37,270,2,197,63,74,120,23,44,73,13,46,92,17,221,197,119,101,165,84,241,63,59,21,52
3.2.1.22,1603,2203,884,2633,67,1720,750,918,931,394,344,1365,631,227,1031,728,1511,1052,2066,1656,537,1269,266,1416,285,889,2383
3.2.1.75,23,28,35,6,0,6,1,3,1,2,1,9,0,1,19,1,21,16,2,19,9,25,10,7,2,1,18
5.3.1.27,102,0,6,24,0,2,14,56,12,4,129,24,75,1,3,1,81,13,55,21,0,34,0,38,17,7,54
3.6.3.34,221,231,137,584,0,1142,1409,800,309,115,279,253,390,76,357,469,1135,644,733,285,56,236,121,401,169,203,360
2.5.1.96,0,0,0,10,0,2,1,1,0,0,1,15,0,0,0,1,2,4,0,2,5,12,5,4,22,1,15
1.3.8.2,2,69,52,63,0,66,34,22,5,12,3,218,15,0,2,9,98,11,1,41,6,23,53,37,25,146,88
3.4.21.110,1384,3453,589,1769,156,1930,2404,2623,1239,661,6065,655,471,681,1217,774,2625,2306,1182,1374,1808,1987,942,1908,4443,1759,2910
